site_code,Taxon,NewTaxon,Notes,Reason,NewFamily,Omit,Apply
msla_2.us,ERIGERON SP. (msla.us),ERIGERON DIVERGENS,plot 21,No congeners recorded,,No,Yes
msla_3.us,ANTENNARIA SP.,ANTENNARIA MICROPHYLLA,plot 13,Inconsistent identification across years,,No,Yes
mtca.au,PETRORHAGIA SP. (mtca.au),PETRORHAGIA DUBIA,,Inconsistent identification across years,,No,Yes
mtca.au,URSINIA SP. (mtca.au),URSINIA ANTHEMOIDES,,Inconsistent identification across years,,No,Yes
mtca.au,HORDEUM MURINUM SSP. LEPORINUM,HORDEUM MURINUM,,Aggregate at species level,,No,Yes
mtca.au,PENTASCHISTIS SP. (mtca.au),PENTASCHISTIS AIROIDES,,Inconsistent identification across years,,No,Yes
mtca.au,STIPA SP.,STIPA NITIDA_TRICHOPHYLLA,,Inconsistent identification across years,,No,Yes
mtca.au,VULPIA SP. (mtca.au),VULPIA MYUROS,,Inconsistent identification across years,,No,Yes
mtca.au,ZALUZIANSKYA SP. (mtca.au),ZALUZIANSKYA DIVARICATA,,Inconsistent identification across years,,No,Yes
neba.jp,CARPINUS SP. (neba.jp),CARPINUS SP.,,global taxon name,,No,Yes
neba.jp,STELLARIA SP. (neba.jp),STELLARIA ULIGINOSA,confirmed with Muu Akasaka,No congeners recorded,,No,Yes
neba.jp,ERIGERON STRIGOSUS,ERIGERON PHILADELPHICUS,confirmed with Muu Akasaka,Inconsistent identification across years,,No,Yes
neba.jp,JUNCUS POLYANTHEMUS,JUNCUS DECIPIENS,Juncus polyanthemus only in 2016; Juncus decipiens in all other years; confirmed with Muu Akasaka,Inconsistent identification across years,,No,Yes
neba.jp,CLINOPODIUM MULTICAULE,CLINOPODIUM MICRANTHUM,confirmed with Muu Akasaka,Inconsistent identification across years,,No,Yes
neba.jp,AGROSTIS CLAVATA,AGROSTIS SP.,"Agrostis sp. Not distinguished in 2016, 2017; confirmed with Muu Akasaka",Inconsistent identification across years,,No,Yes
neba.jp,AGROSTIS GIGANTEA,AGROSTIS SP.,"Agrostis sp. Not distinguished in 2016, 2017; confirmed with Muu Akasaka",Inconsistent identification across years,,No,Yes
neba.jp,AGROSTIS SP. (neba.jp),AGROSTIS SP.,confirmed with Muu Akasaka,global taxon name,,No,Yes
neba.jp,FESTUCA PRATENSIS,FESTUCA RUBRA,confirmed with Muu Akasaka,Inconsistent identification across years,,No,Yes
neba.jp,POA TRIVIALIS,POA PRATENSIS,"Poa trivialis in first three years, then Poa pratensis; confirmed with Muu Akasaka",Inconsistent identification across years,,No,Yes
neba.jp,SACCIOLEPIS SP. (neba.jp),SACCIOLEPIS SP.,,global taxon name,,No,Yes
neba.jp,UNKNOWN POACEAE SP. (NEBA.JP),PENNISETUM ALOPECUROIDES,Unknown Poaceae in 2017; no Pennisetum alopecuroides in that year but present in same plots in later years; confirmed with Muu Akasaka,Inconsistent identification across years,,No,Yes
neba.jp,UNKNOWN POLYGONACEAE SP. (NEBA.JP),UNKNOWN POLYGONACEAE SP.,recorded in same plot in 2018 and 2019,global taxon name,,No,Yes
neba.jp,CERASUS SP. (neba.jp),CERASUS SP.,,global taxon name,,No,Yes
neba.jp,UNKNOWN ROSACEAE SP. (NEBA.JP),UNKNOWN ROSACEAE SP.,one record in 2016; most other taxa in Family also recorded that year,global taxon name,,No,Yes
neba.jp,UNKNOWN RUBIACEAE SP. (NEBA.JP),UNKNOWN RUBIACEAE SP,one record in 2018; other taxon in Family also recorded that year,global taxon name,,No,Yes
neba.jp,UNKNOWN SCROPHULARIACEAE SP. (NEBA.JP),UNKNOWN SCROPHULARIACEAE SP.,one record in 2018; other taxon in Family also recorded that year,global taxon name,,No,Yes
nilla.au,,,no changes,,,Yes,No
pape.de,,,no changes,,,Yes,No
ping.au,UNKNOWN GRASS SP.,AVENA BARBATA,,assign to dominant taxon of Family,,No,Yes
pinj.au,MEDICAGO POLYMORPHA,MEDICAGO SP.,,,,No,Yes
pinj.au,UNKNOWN FABACEAE,INDIGOFERA HIRSUTA,,assign to dominant taxon of Family,,No,Yes
potrok.ar,,,no changes,,,Yes,No
potrok.ar,,,data unusually consistent over time,,,Yes,No
rook.uk,,,no changes,,,Yes,No
saana.fi,,,no changes,,,Yes,No
sage.us,,,no changes,,,Yes,No
saline.us,,,Asclepias syriaca == Apocynum cannabinum?,,,Yes,No
saline.us,,,note strong reversal in Sporobolus sp. In years 1 & 2,,,Yes,No
saline.us,LIATRIS PUNCTATA,LIATRIS MUCRONATA,,,,No,Yes
saline.us,SOLIDAGO RIGIDA,SOLIDAGO CANADENSIS,,,,No,Yes
saline.us,EUPHORBIA DENTATA,EUPHORBIA SP.,,,,No,Yes
saline.us,EUPHORBIA MARGINATA,EUPHORBIA SP.,,,,No,Yes
saline.us,EUPHORBIA NUTANS,EUPHORBIA SP.,,,,No,Yes
saline.us,EUPHORBIA SERPENS,EUPHORBIA SP.,,,,No,Yes
saline.us,EUPHORBIA SPATHULATA,EUPHORBIA SP.,,,,No,Yes
saline.us,SOLANUM SP.,SOLANUM PTYCHANTHUM,,,,No,Yes
saline.us,SOLANUM ROSTRATUM,SOLANUM PTYCHANTHUM,,,,No,Yes
saline.us,UNKNOWN ASTERACEAE,AMBROSIA PSILOSTACHYA,,assign to dominant taxon of Family,,No,Yes
saline.us,UNKNOWN LAMIACEAE,SALVIA AZUREA,,assign to dominant taxon of Family,,No,Yes
sava.us,VACCINIUM VIRGATUM,VACCINIUM STAMINEUM,,,,No,Yes
sava.us,QUERCUS FALCATA,QUERCUS MARGARETTIAE,,,,No,Yes
sava.us,DANTHONIA SERICEA,ERAGROSTIS SPECTABILIS,,,,No,Yes
sava.us,MUHLENBERGIA CAPILLARIS,ERAGROSTIS SPECTABILIS,,,,No,Yes
sava.us,RUBUS CUNEIFOLIUS,RUBUS FLAGELLARIS,,,,No,Yes
sava.us,SMILAX BONA-NOX,SMILAX MARITIMA,,,,No,Yes
sedg.us,ASTER SP.,CORETHROGYNE FILAGINIFOLIA,Aster genus not in New World flora,Synonyms,,No,Yes
sedg.us,CIRSIUM SP.,CARDUUS PYCNOCEPHALUS,5 records in pretreatment; Carduus in subsequent years,Common misidentification,,No,Yes
sedg.us,TRIFOLIUM MICROCEPHALUM,TRIFOLIUM SP.,1 entry in 2008,No congeners recorded,,No,Yes
sereng.tz,CYPERUS MOLLIPES,CYPERUS NIVEUS var. LEUCOCEPHALUS,,,,No,Yes
sereng.tz,MARISCUS SP.,CYPERUS NIVEUS var. LEUCOCEPHALUS,,,,No,Yes
sereng.tz,CYPERUS REMOTUS,CYPERUS SQUARROSUS,,,,No,Yes
sereng.tz,KYLLINGA NERVOSA,KYLLINGA SP.,,,,No,Yes
sereng.tz,KYLLINGA ALBA,KYLLINGA SP.,,,,No,Yes
sereng.tz,DACTYLOCTENIUM SP.,DACTYLOCTENIUM AEGYPTIUM,,,,No,Yes
sereng.tz,UNKNOWN ACANTHACEAE,JUSTICIA ANSELLIANA,,assign to dominant taxon of Family,,No,Yes
sereng.tz,UNKNOWN CYPERACEAE,CYPERUS NIVEUS var. LEUCOCEPHALUS,,assign to dominant taxon of Family,,No,Yes
sevi.us,,,HOFFMANNSEGGIA GLAUCA == POMARIA JAMESII?,,,Yes,No
sevi.us,SALSOLA KALI SSP. TRAGUS,SALSOLA KALI,,Aggregate at species level,,No,Yes
sevi.us,EUPHORBIA SP.,EUPHORBIA ALBOMARGINATA,,,,No,Yes
sevi.us,SPHAERALCEA COCCINEA,SPHAERALCEA SP.,,,,No,Yes
sevi.us,SPHAERALCEA HASTULATA,SPHAERALCEA SP.,,,,No,Yes
sevi.us,SPHAERALCEA POLYCHROMA,SPHAERALCEA SP.,,,,No,Yes
sevi.us,SPOROBOLUS CONTRACTUS,SPOROBOLUS SP.,,,,No,Yes
sevi.us,SPOROBOLUS CRYPTANDRUS,SPOROBOLUS SP.,,,,No,Yes
sevi.us,SPOROBOLUS FLEXUOSUS,SPOROBOLUS SP.,,,,No,Yes
sgs.us,,,Oxytropis widespread but only in year 2??,,,Yes,No
sgs.us,AMARANTHUS SP.,AMARANTHUS GRAECIZANS,,No congeners recorded,,No,Yes
sgs.us,EUPHORBIA BRACHYCERA,EUPHORBIA GLYPTOSPERMA,only in Year 0,Inconsistent identification across years,,No,Yes
sgs.us,EUPHORBIA SP.,EUPHORBIA GLYPTOSPERMA,only in Year 5,Inconsistent identification across years,,No,Yes
sgs.us,ASTRAGALUS SP.,ASTRAGALUS BISULCATUS,plot 8,No congeners recorded,,No,Yes
sgs.us,ELYMUS CANADENSIS,ELYMUS ELYMOIDES,only in Year 5,Inconsistent identification across years,,No,Yes
sgs.us,SCHEDONNARDUS PANICULATUS,ELYMUS ELYMOIDES,only in Year 0,Inconsistent identification across years,,No,Yes
sgs.us,SOLANUM SP.,SOLANUM ROSTRATUM,plot 23,No congeners recorded,,No,Yes
shps.us,UNKNOWN AMARANTHACEAE SP.,CHENOPODIUM LEPTOPHYLLUM,,,,No,Yes
shps.us,BRODIAEA SP. (shps.us),BRODIAEA SP.,,global taxon name,,No,Yes
shps.us,LAPPULA REDOWSKII,LAPPULA OCCIDENTALIS var. OCCIDENTALIS,,,,No,Yes
shps.us,UNKNOWN BRASSICACEAE SP.,ALYSSUM DESERTORUM,widespread; surprising that it's unknown; assign to dominant taxon of Family,assign to dominant taxon of Family,,No,Yes
shps.us,ANTENNARIA SP.,ANTENNARIA ROSEA,,,,No,Yes
shps.us,ANTENNARIA DIMORPHA,ANTENNARIA ROSEA,,,,No,Yes
shps.us,PSEUDOSCLEROCHLOA RUPESTRIS,POA SECUNDA,,Inconsistent identification across years,,No,Yes
shps.us,CASTILLEJA SP. (shps.us),CASTILLEJA ANGUSTIFOLIA,,,,No,Yes
sier.us,,,what is Aster?,,,Yes,No
sier.us,TORILIS ARVENSIS,TORILIS SP.,,,,No,Yes
sier.us,TORILIS NODOSA,TORILIS SP.,,,,No,Yes
sier.us,TORILIS,TORILIS SP.,,,,No,Yes
sier.us,UNKNOWN APIACEAE,DAUCUS PUSILLUS,,,,No,Yes
sier.us,BRODIAEA SP.,TRITELEIA HYACINTHINA,,,,No,Yes
sier.us,TRITELEIA LAXA,TRITELEIA HYACINTHINA,,,,No,Yes
sier.us,TRITELEIA SP.,TRITELEIA HYACINTHINA,,,,No,Yes
sier.us,DICHELOSTEMMA MULTIFLORUM,DICHELOSTEMMA CAPITATUM,,,,No,Yes
sier.us,DICHELOSTEMMA VOLUBILE,DICHELOSTEMMA CAPITATUM,,,,No,Yes
sier.us,PLAGIOBOTHRYS SP.,PLAGIOBOTHRYS NOTHOFULVUS,,,,No,Yes
sier.us,CARDAMINE SP.,CARDAMINE OLIGOSPERMA,,,,No,Yes
sier.us,LEPIDIUM SP.,CARDAMINE OLIGOSPERMA,,,,No,Yes
sier.us,SILENE GALLICA,PETRORHAGIA DUBIA,,,,No,Yes
sier.us,STELLARIA SP.,STELLARIA MEDIA,,,,No,Yes
sier.us,HEMIZONIA,HEMIZONIA CONGESTA,,,,No,Yes
sier.us,MADIA GRACILIS,MADIA SP.,,,,No,Yes
sier.us,MADIA SATIVA,MADIA SP.,,,,No,Yes
sier.us,UNKNOWN ASTERACEAE,ASTER SP.,,,,No,Yes
sier.us,CONVOLVULUS SP.,CONVOLVULUS ARVENSIS,,,,No,Yes
sier.us,LUPINUS BICOLOR,LUPINUS SP.,,,,No,Yes
sier.us,LUPINUS NANUS,LUPINUS SP.,,,,No,Yes
sier.us,LUPINUS,LUPINUS SP.,,,,No,Yes
sier.us,TRIFOLIUM SP.,TRIFOLIUM DUBIUM,,,,No,Yes
sier.us,VICIA SP.,VICIA SATIVA,,,,No,Yes
sier.us,ERODIUM SP.,ERODIUM BOTRYS,,,,No,Yes
sier.us,CLARKIA SP.,CLARKIA PURPUREA,,,,No,Yes
sier.us,UNKNOWN ONAGRACEAE SP.,EPILOBIUM SP.,,,,No,Yes
sier.us,HORDEUM MARINUM,HORDEUM MURINUM,,Spelling,,No,Yes
sier.us,LINANTHUS SP.,LINANTHUS BICOLOR,,,,No,Yes
sier.us,GALIUM SP.,GALIUM PARISIENSE,,,,No,Yes
sier.us,UNKNOWN CARYOPHYLLACEAE,CERASTIUM GLOMERATUM,,assign to dominant taxon of Family,,No,Yes
sier.us,UNKNOWN ASTERACEAE SP.,MADIA SP.,,assign to dominant taxon of Family,,No,Yes
smith.us,,,no changes,,,Yes,No
spin.us,LYCHNIS LATIFOLIA SSP. ALBA,SILENE LATIFOLIA,,Synonyms,,No,Yes
spin.us,UNKNOWN CYPERACEAE,CAREX SP.,,,,No,Yes
spin.us,UNKNOWN ASTERACEAE,TARAXACUM CAMPYLODES,,assign to dominant taxon of Family,,No,Yes
summ.za,,,no changes,,,Yes,No
temple.us,POLYTAENIA TEXANA,POLYTAENIA NUTTALLII,conversation with P. Fay,,,No,Yes
temple.us,TORILIS SP.,TORILIS ARVENSIS,,,,No,Yes
temple.us,LACTUCA SP.,LACTUCA SERRIOLA,,,,No,Yes
temple.us,LACTUCA SERIOLA,LACTUCA SERRIOLA,,Spelling,,No,Yes
temple.us,SONCHUS SP.,SONCHUS ASPER,,,,No,Yes
temple.us,MIMOSA QUADRIVALVIS var. PLATYCARPA,MIMOSA NUTTALLII,,,,No,Yes
temple.us,UNKNOWN FABACEAE,PSORALIDIUM TENUIFLORUM,,assign to dominant taxon of Family,,No,Yes
temple.us,VICIA SP.,VICIA VILLOSA,,,,No,Yes
temple.us,AGALINIS SP.,AGALINIS FASCICULATA,,,,No,Yes
temple.us,SPOROBOLUS SP.,SPOROBOLUS COMPOSITUS,,,,No,Yes
temple.us,UNKNOWN GRASS,SCHIZACHYRIUM SCOPARIUM,,assign to dominant taxon of Family,,No,Yes
thth.is,FESTUCA RICHARDSONII,FESTUCA SP.,,,,No,Yes
thth.is,FESTUCA RUBRA,FESTUCA SP.,,,,No,Yes
thth.is,RUMEX SP.,RUMEX ACETOSA,,,,No,Yes
thth.is,VIOLA SP.,VIOLA PALUSTRIS,,,,No,Yes
tmlr.is,AGROSTIS SP.,AGROSTIS STOLONIFERA,,,,No,Yes
tmlr.is,FESTUCA RICHARDSONII,FESTUCA SP.,,,,No,Yes
tmlr.is,FESTUCA RUBRA,FESTUCA SP.,,,,No,Yes
tmlr.is,RUMEX SP.,RUMEX ACETOSA,,,,No,Yes
trel.us,,,no Juncus in 2008?,,,Yes,No
trel.us,,,no Carex in 2009 or 2010?,,,Yes,No
trel.us,BROMUS SP.,BROMUS INERMIS,,,,No,Yes
ukul.za,PACHYCARPUS SP.,PACHYCARPUS SCABER,,,,No,Yes
ukul.za,ACACIA SP.,ACACIA NILOTICA SSP. KRAUSSIANA,,,,No,Yes
ukul.za,CHAMAECRISTA COMOSA,CHAMAECRISTA SP.,,,,No,Yes
ukul.za,CHAMAECRISTA PLUMOSA,CHAMAECRISTA SP.,,,,No,Yes
ukul.za,CROTALARIA GLOBIFERA,CROTALARIA SP.,,,,No,Yes
ukul.za,ALBUCA,ALBUCA SETOSA,,,,No,Yes
ukul.za,LEDEBOURIA SP.,LEDEBOURIA COOPERI,,,,No,Yes
ukul.za,HYPERICUM AETHIOPICUM SSP. SONDERI,HYPERICUM SP.,,,,No,Yes
ukul.za,LEONOTIS OCYMIFOLIA var. RAINERIANA,LEONOTIS LEONURUS,,,,No,Yes
ukul.za,SOLANUM SP.,SOLANUM MAURITIANUM,,,,No,Yes
ukul.za,UNKNOWN CYPERACEAE SP.,BULBOSTYLIS,,assign to dominant taxon of Family,,No,Yes
ukul.za,UNKNOWN FABACEAE SP.,ERIOSEMA CORDATUM,,assign to dominant taxon of Family,,No,Yes
ukul.za,UNKNOWN GRASS,SETARIA NIGRIROSTRIS,,assign to dominant taxon of Family,,No,Yes
unc.us,ERIGERON SP.,ERIGERON ANNUUS,,,,No,Yes
unc.us,SOLIDAGO SP.,SOLIDAGO PINETORUM,,,,No,Yes
unc.us,UNKNOWN ASTERACEAE,VERBESINA OCCIDENTALIS,,,,No,Yes
unc.us,PANICUM DICHOTOMUM,PANICUM SP.,,,,No,Yes
unc.us,PANICUM LINEARIFOLIUM,PANICUM SP.,,,,No,Yes
unc.us,SMILAX BONA-NOX,SMILAX ROTUNDIFOLIA,,,,No,Yes
unc.us,UNKNOWN GRASS,SCHEDONORUS SP.,,assign to dominant taxon of Family,,No,Yes
valm.ch,,,no changes,,,Yes,No
veluwe.nl,VERONICA SP.,VERONICA OFFICINALIS,,,,No,Yes
yarra.au,WAHLENBERGIA SP. (yarra.au),WAHLENBERGIA GRACILIS,,global taxon name,,No,Yes
yarra.au,LEONTODON SP.,LEONTODON HISPIDUS,,,,No,Yes
yarra.au,VICIA SP.,VICIA SATIVA,,,,No,Yes
yarra.au,DICHELACHNE SP.,DICHELACHNE SQUAMULOSUM,,,,No,Yes
yarra.au,PASPALUM DILATATUM,PASPALUM SP.,,,,No,Yes
yarra.au,PASPALUM NOTATUM,PASPALUM SP.,,,,No,Yes
yarra.au,SPOROBOLUS SP.,SPOROBOLUS AFRICANUS,,,,No,Yes
yarra.au,UNKNOWN GRASS ,SPOROBOLUS AFRICANUS,,,,No,Yes
yarra.au,RUMEX SP.,RUMEX ACETOSA,,,,No,Yes
yarra.au,VERBENA SP. (yarra.au),VERBENA SP.,,global taxon name,,No,Yes
